"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat May 02 21:12:52 UTC 2026","Sat May 02 21:12:55 UTC 2026","3059","firefox","a11y/pages.spec.ts","","","","@a11y home logada sem violations serious/critical",""
"skipped","Sat May 02 21:17:03 UTC 2026","Sat May 02 21:17:03 UTC 2026","1","mobile-chrome","performance/lighthouse.spec.ts","","","","@perf lighthouse /termos-de-uso",""
"passed","Sat May 02 21:14:15 UTC 2026","Sat May 02 21:14:21 UTC 2026","5768","webkit","e2e/home-loads.spec.ts","Home page — carregamento básico","","","@smoke @core home carrega com title correto e sem erros críticos no console",""
"passed","Sat May 02 21:14:35 UTC 2026","Sat May 02 21:14:40 UTC 2026","5675","webkit","e2e/melhores-momentos.spec.ts","Página /melhores-momentos","","","@smoke @core carrega filtros + heading ""Melhores momentos das Partidas Finalizadas""",""
"passed","Sat May 02 21:15:18 UTC 2026","Sat May 02 21:15:29 UTC 2026","11047","mobile-chrome","e2e/nav-tabs-anonimas.spec.ts","Nav anônima — 2 tabs","","","@smoke @core tab ""Melhores momentos"" navega para /melhores-momentos",""
"failed","Sat May 02 21:16:11 UTC 2026","Sat May 02 21:16:12 UTC 2026","443","webkit","e2e/navegacao.spec.ts","Navegação — anônimo e logado > logado","","","@core tabs LOGADO: contagem >=3 (Partidas/Melhores/Calendário no mínimo)",""
"passed","Sat May 02 21:15:29 UTC 2026","Sat May 02 21:15:32 UTC 2026","3006","mobile-chrome","e2e/navegacao.spec.ts","Navegação — anônimo e logado","","","@core click no logo a partir de /melhores-momentos retorna para /",""
"failed","Sat May 02 21:17:39 UTC 2026","Sat May 02 21:17:48 UTC 2026","9269","webkit","visual/pages.spec.ts","Visual regression","","","@visual termos-de-uso (estável)",""
"failed","Sat May 02 21:12:26 UTC 2026","Sat May 02 21:12:27 UTC 2026","995","mobile-chrome","a11y/pages.spec.ts","","","","@a11y home anônima sem violations serious/critical",""
"passed","Sat May 02 21:15:27 UTC 2026","Sat May 02 21:15:33 UTC 2026","6456","firefox","e2e/navegacao.spec.ts","Navegação — anônimo e logado","","","@core tabs anônimas: Partidas + Melhores momentos visíveis; Favoritos/Calendário NÃO",""
"skipped","Sat May 02 21:14:11 UTC 2026","Sat May 02 21:14:11 UTC 2026","1","webkit","e2e/calendario-page.spec.ts","/calendario — página dedicada (logado)","","","@core /calendario carrega para usuário logado, mostra side panel + grade semanal",""
"passed","Sat May 02 21:12:46 UTC 2026","Sat May 02 21:12:51 UTC 2026","5700","chromium","e2e/busca-multiplos-filtros.spec.ts","Busca com múltiplos filtros","","","@core combinar filtros time + campeonato sem erro",""
"failed","Sat May 02 21:13:26 UTC 2026","Sat May 02 21:13:36 UTC 2026","10138","webkit","api/endpoint-match-ended.spec.ts","API GET /match/?status=ENDED","","","@api retorna 200 e envelope paginado válido",""
"skipped","Sat May 02 21:16:06 UTC 2026","Sat May 02 21:16:06 UTC 2026","0","webkit","e2e/profile-popover.spec.ts","Profile popover (avatar logado)","","","@core Switch Google Calendar existe no popover do perfil",""
"failed","Sat May 02 21:12:36 UTC 2026","Sat May 02 21:12:38 UTC 2026","1031","chromium","a11y/pages.spec.ts","","","","@a11y home anônima sem violations serious/critical",""
"failed","Sat May 02 21:14:33 UTC 2026","Sat May 02 21:14:38 UTC 2026","5369","chromium","visual/pages.spec.ts","Visual regression","","","@visual termos-de-uso (estável)",""
"failed","Sat May 02 21:17:08 UTC 2026","Sat May 02 21:17:16 UTC 2026","7735","webkit","performance/lighthouse.spec.ts","","","","@perf lighthouse /",""
"passed","Sat May 02 21:17:22 UTC 2026","Sat May 02 21:17:44 UTC 2026","21885","webkit","e2e/responsividade.spec.ts","Responsividade — mobile e tablet viewports","","","@core mobile 375x667: home renderiza, sem overflow horizontal, lista visível",""
"failed","Sat May 02 21:16:54 UTC 2026","Sat May 02 21:17:35 UTC 2026","41578","webkit","visual/pages.spec.ts","Visual regression","","","@visual home anônima",""
"failed","Sat May 02 21:16:54 UTC 2026","Sat May 02 21:17:07 UTC 2026","12481","firefox","performance/lighthouse.spec.ts","","","","@perf lighthouse /",""
"passed","Sat May 02 21:13:20 UTC 2026","Sat May 02 21:13:27 UTC 2026","7003","chromium","e2e/nav-tabs-anonimas.spec.ts","Nav anônima — 2 tabs","","","@smoke @core tab ""Partidas"" volta para home /",""
"passed","Sat May 02 21:12:29 UTC 2026","Sat May 02 21:12:35 UTC 2026","6130","mobile-chrome","api/endpoint-match-inplay.spec.ts","API GET /match/?status=INPLAY","","","@api retorna 200 e envelope válido (results pode ser vazio)",""
"passed","Sat May 02 21:15:32 UTC 2026","Sat May 02 21:15:38 UTC 2026","5807","mobile-chrome","e2e/navegacao.spec.ts","Navegação — anônimo e logado","","","@core tabs anônimas: Partidas + Melhores momentos visíveis; Favoritos/Calendário NÃO",""
"passed","Sat May 02 21:12:58 UTC 2026","Sat May 02 21:13:24 UTC 2026","26120","firefox","e2e/buscar-avancado.spec.ts","Busca avançada — typeahead, combos e reset","","","@core busca por campeonato dispara request à API",""
"broken","Sat May 02 21:14:45 UTC 2026","Sat May 02 21:15:18 UTC 2026","32956","mobile-chrome","e2e/buscar-avancado.spec.ts","Busca avançada — typeahead, combos e reset","","","@core limpar filtros (refresh / click logo) restaura listagem inicial",""
"passed","Sat May 02 21:13:27 UTC 2026","Sat May 02 21:13:36 UTC 2026","9541","chromium","e2e/navegacao.spec.ts","Navegação — anônimo e logado","","","@core fluxo Home → Melhores momentos → Home (anônimo)",""
"failed","Sat May 02 21:17:26 UTC 2026","Sat May 02 21:17:34 UTC 2026","8075","firefox","visual/pages.spec.ts","Visual regression","","","@visual termos-de-uso (estável)",""
"skipped","Sat May 02 21:17:16 UTC 2026","Sat May 02 21:17:16 UTC 2026","1","webkit","performance/lighthouse.spec.ts","","","","@perf lighthouse /melhores-momentos",""
"skipped","Sat May 02 21:16:05 UTC 2026","Sat May 02 21:16:05 UTC 2026","0","webkit","e2e/notifications-panel.spec.ts","Notifications panel — sino","","","@core Sino abre painel de notificações com mensagem padrão",""
"skipped","Sat May 02 21:15:40 UTC 2026","Sat May 02 21:15:40 UTC 2026","0","mobile-chrome","e2e/notifications-panel.spec.ts","Notifications panel — sino","","","@core Sino abre painel de notificações com mensagem padrão",""
"passed","Sat May 02 21:12:53 UTC 2026","Sat May 02 21:13:01 UTC 2026","7726","chromium","e2e/buscar-avancado.spec.ts","Busca avançada — typeahead, combos e reset","","","@core busca por campeonato dispara request à API",""
"passed","Sat May 02 21:13:47 UTC 2026","Sat May 02 21:14:05 UTC 2026","18268","webkit","e2e/buscar-avancado.spec.ts","Busca avançada — typeahead, combos e reset","","","@core busca por campeonato dispara request à API",""
"passed","Sat May 02 21:13:24 UTC 2026","Sat May 02 21:13:47 UTC 2026","23313","firefox","e2e/calendar-mensal.spec.ts","Calendar mensal — home widget","","","@core click ""Go to next month"" altera o heading do mês visível",""
"failed","Sat May 02 21:13:10 UTC 2026","Sat May 02 21:13:10 UTC 2026","703","webkit","a11y/pages.spec.ts","","","","@a11y home logada sem violations serious/critical",""
"failed","Sat May 02 21:17:07 UTC 2026","Sat May 02 21:17:27 UTC 2026","20070","mobile-chrome","visual/pages.spec.ts","Visual regression","","","@visual melhores-momentos anônima",""
"failed","Sat May 02 21:15:05 UTC 2026","Sat May 02 21:15:14 UTC 2026","8351","mobile-chrome","e2e/melhores-momentos.spec.ts","Página /melhores-momentos","","","@smoke @core carrega filtros + heading ""Melhores momentos das Partidas Finalizadas""",""
"passed","Sat May 02 21:13:29 UTC 2026","Sat May 02 21:13:32 UTC 2026","2885","chromium","e2e/navegacao.spec.ts","Navegação — anônimo e logado","","","@core click no logo a partir de /melhores-momentos retorna para /",""
"passed","Sat May 02 21:12:50 UTC 2026","Sat May 02 21:12:58 UTC 2026","7902","chromium","e2e/buscar-avancado.spec.ts","Busca avançada — typeahead, combos e reset","","","@core busca parcial por time ""Flam"" dispara /team/?name=Flam",""
"passed","Sat May 02 21:15:28 UTC 2026","Sat May 02 21:15:40 UTC 2026","11263","mobile-chrome","e2e/navegacao.spec.ts","Navegação — anônimo e logado","","","@core fluxo Home → Melhores momentos → Home (anônimo)",""
"passed","Sat May 02 21:12:35 UTC 2026","Sat May 02 21:12:35 UTC 2026","25","mobile-chrome","bootstrap.smoke.spec.ts","","","","@smoke bootstrap — runner saudável",""
"passed","Sat May 02 21:15:22 UTC 2026","Sat May 02 21:15:28 UTC 2026","6668","mobile-chrome","e2e/nav-tabs-anonimas.spec.ts","Nav anônima — 2 tabs","","","@smoke @core tab ""Partidas"" volta para home /",""
"failed","Sat May 02 21:17:36 UTC 2026","Sat May 02 21:17:36 UTC 2026","414","mobile-chrome","visual/pages.spec.ts","Visual regression","","","@visual home logada (4 tabs)",""
"failed","Sat May 02 21:17:43 UTC 2026","Sat May 02 21:17:44 UTC 2026","662","firefox","visual/pages.spec.ts","Visual regression","","","@visual home logada (4 tabs)",""
"failed","Sat May 02 21:12:26 UTC 2026","Sat May 02 21:12:27 UTC 2026","1110","mobile-chrome","a11y/pages.spec.ts","","","","@a11y melhores momentos anônima sem violations serious/critical",""
"failed","Sat May 02 21:13:32 UTC 2026","Sat May 02 21:13:43 UTC 2026","10360","webkit","api/endpoint-perf.spec.ts","API perf — /match/?status=ENDED","","","@api responde dentro do budget hard (<10s) e idealmente <2s",""
"failed","Sat May 02 21:12:37 UTC 2026","Sat May 02 21:12:41 UTC 2026","4070","firefox","a11y/pages.spec.ts","","","","@a11y termos de uso sem violations serious/critical",""
"passed","Sat May 02 21:12:44 UTC 2026","Sat May 02 21:12:49 UTC 2026","5886","chromium","api/endpoint-team-search.spec.ts","API GET /team/?name=Flamengo","","","@api retorna 200 e ao menos 1 resultado contendo o termo",""
"passed","Sat May 02 21:16:23 UTC 2026","Sat May 02 21:16:33 UTC 2026","10040","mobile-chrome","e2e/responsividade.spec.ts","Responsividade — mobile e tablet viewports","","","@core tablet 768x1024: nav tabs visíveis e clicáveis",""
"skipped","Sat May 02 21:14:17 UTC 2026","Sat May 02 21:14:17 UTC 2026","1","webkit","e2e/login-flow.spec.ts","Login email/senha → nav 4 tabs","","","@smoke @core login funciona e header passa a mostrar 4 tabs nav",""
"failed","Sat May 02 21:14:14 UTC 2026","Sat May 02 21:14:25 UTC 2026","11170","chromium","performance/lighthouse.spec.ts","","","","@perf lighthouse /",""
"broken","Sat May 02 21:17:05 UTC 2026","Sat May 02 21:17:37 UTC 2026","31944","mobile-chrome","e2e/responsividade.spec.ts","Responsividade — mobile e tablet viewports","","","@core mobile 375x667: home renderiza, sem overflow horizontal, lista visível",""
"passed","Sat May 02 21:13:37 UTC 2026","Sat May 02 21:13:37 UTC 2026","35","webkit","bootstrap.smoke.spec.ts","","","","@smoke bootstrap — runner saudável",""
"broken","Sat May 02 21:15:34 UTC 2026","Sat May 02 21:16:06 UTC 2026","32435","webkit","e2e/match-modal.spec.ts","Modal de partida finalizada","","","@smoke @core click no card abre modal com header ""Partida Finalizada""",""
"failed","Sat May 02 21:12:34 UTC 2026","Sat May 02 21:12:34 UTC 2026","494","mobile-chrome","a11y/pages.spec.ts","","","","@a11y home logada sem violations serious/critical",""
"failed","Sat May 02 21:17:17 UTC 2026","Sat May 02 21:17:22 UTC 2026","5002","mobile-chrome","visual/pages.spec.ts","Visual regression","","","@visual termos-de-uso (estável)",""
"skipped","Sat May 02 21:17:07 UTC 2026","Sat May 02 21:17:07 UTC 2026","1","firefox","performance/lighthouse.spec.ts","","","","@perf lighthouse /termos-de-uso",""
"broken","Sat May 02 21:14:18 UTC 2026","Sat May 02 21:14:54 UTC 2026","36546","firefox","e2e/busca-time.spec.ts","Busca por time — typeahead","","","@smoke @core preencher filtro time dispara request /team/?name=",""
"failed","Sat May 02 21:13:18 UTC 2026","Sat May 02 21:13:35 UTC 2026","16439","mobile-chrome","e2e/buscar-avancado.spec.ts","Busca avançada — typeahead, combos e reset","","","@core busca por campeonato dispara request à API",""
"passed","Sat May 02 21:12:46 UTC 2026","Sat May 02 21:12:57 UTC 2026","10415","chromium","e2e/busca-time.spec.ts","Busca por time — typeahead","","","@smoke @core preencher filtro time dispara request /team/?name=",""
"passed","Sat May 02 21:15:57 UTC 2026","Sat May 02 21:16:04 UTC 2026","6486","webkit","e2e/navegacao.spec.ts","Navegação — anônimo e logado","","","@core tabs anônimas: Partidas + Melhores momentos visíveis; Favoritos/Calendário NÃO",""
"passed","Sat May 02 21:15:40 UTC 2026","Sat May 02 21:15:52 UTC 2026","11965","webkit","e2e/nav-tabs-anonimas.spec.ts","Nav anônima — 2 tabs","","","@smoke @core tab ""Partidas"" volta para home /",""
"failed","Sat May 02 21:15:02 UTC 2026","Sat May 02 21:15:03 UTC 2026","530","chromium","visual/pages.spec.ts","Visual regression","","","@visual home logada (4 tabs)",""
"failed","Sat May 02 21:14:01 UTC 2026","Sat May 02 21:14:11 UTC 2026","10531","webkit","api/endpoint-team-search.spec.ts","API GET /team/?name=Flamengo","","","@api retorna 200 e ao menos 1 resultado contendo o termo",""
"broken","Sat May 02 21:16:16 UTC 2026","Sat May 02 21:16:51 UTC 2026","35584","firefox","e2e/match-modal.spec.ts","Modal de partida finalizada","","","@smoke @core click no card abre modal com header ""Partida Finalizada""",""
"passed","Sat May 02 21:13:47 UTC 2026","Sat May 02 21:14:17 UTC 2026","29409","firefox","e2e/calendar-mensal.spec.ts","Calendar mensal — home widget","","","@core click em um dia clicável do calendar muda state visual",""
